sold_to_group,sold_to,sold_to_name,ship_to_state,ship_to,ship_to_name,address,bde_state,salesman_id,salesman_name,longitude,latitude
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,732083,JAX TYRES & AUTO - THORNLEIGH,5 PIONEER AVENUE,NSW,61601123,Cummings Mark,151.0840218,-33.7242906
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,732084,JAX TYRES & AUTO - ARTARMON,105-107 RESERVE ROAD,NSW,61601123,Cummings Mark,151.1862546,-33.8146631
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,732085,JAX TYRES & AUTO - BLACKTOWN,41 FORGE STREET,NSW,61600775,LUTTRELL STEVE,150.9128269,-33.7522469
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,732087,JAX TYRES & AUTO - BROOKVALE,81-83 WINBOURNE ROAD,NSW,61601123,Cummings Mark,151.272775,-33.7623755
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,732088,JAX TYRES & AUTO - CAMPBELLTOWN,19 BLAXLAND ROAD,NSW,61600997,Hamid Jallis,150.8165736,-34.0572233
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,732090,JAX TYRES & AUTO - KENSINGTON,241 ANZAC PARADE,NSW,61600997,Hamid Jallis,151.2261056,-33.9192869
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,732091,JAX TYRES & AUTO - LIVERPOOL,345 HUME HWY (CNR PASSEFIELD S,NSW,61600997,Hamid Jallis,150.9169708,-33.9312652
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,732093,JAX TYRES & AUTO - MONA VALE,CNR BARENJOEY ROAD & HARKEITH,NSW,61601123,Cummings Mark,151.3070044,-33.6767995
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,732094,JAX TYRES & AUTO - NARELLAN,1/295-299 CAMDEN VALLEY WAY,NSW,61600997,Hamid Jallis,150.7332831,-34.0409347
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,732095,JAX TYRES & AUTO - PENRITH,UNIT 1 160 STATION STREET,NSW,61600997,Hamid Jallis,150.690407,-33.757881
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,732096,JAX TYRES & AUTO - PYMBLE,1 WEST STREET,NSW,61601123,Cummings Mark,151.1443566,-33.7515072
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,732097,JAX TYRES & AUTO - SMITHFIELD,CNR LONG STREET & GIPPS ROAD,NSW,61600997,Hamid Jallis,150.92632,-33.8387787
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,732098,JAX TYRES & AUTO - ST MARYS,UNITS 1 & 2 81 GLOSSOP STREET,NSW,61600775,LUTTRELL STEVE,150.7806804,-33.7599914
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,732099,JAX TYRES & AUTO - SUTHERLAND,686-690 OLD PRINCES HIGHWAY,NSW,61600997,Hamid Jallis,151.0617766,-34.0299592
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,732100,JAX TYRES & AUTO - WINDSOR,7 GROVES AVENUE MCGRATHS HILL,NSW,61600775,LUTTRELL STEVE,150.8376666,-33.6267731
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,732102,JAX TYRES & AUTO - MITTAGONG,UNIT 1 212 OLD HUME HIGHWAY,NSW,61600997,Hamid Jallis,150.4345085,-34.4475214
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,732104,JAX TYRES & AUTO - FAIRY MEADOW,UNIT 3 4 & 5 487 PRINCES HWY,NSW,61601123,Cummings Mark,150.8940024,-34.3859474
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,732105,JAX TYRES & AUTO - NOWRA,169 KINGHORN STREET,NSW,61601123,Cummings Mark,150.6001919,-34.8866951
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,732106,JAX TYRES & AUTO - WARILLA,260 SHELLHARBOUR ROAD,NSW,61601123,Cummings Mark,150.8594366,-34.5598063
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,732109,JAX TYRES & AUTO - FYSHWICK,38 GLADSTONE STREET,NSW,61601123,Cummings Mark,149.1750064,-35.3226148
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,732110,JAX TYRES & AUTO - MITCHELL,10-12 WINCHOMBE COURT,NSW,61601123,Cummings Mark,149.1425242,-35.2200953
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,732111,JAX TYRES & AUTO - PHILLIP,58-60 COLBEE COURT,NSW,61601123,Cummings Mark,149.087675,-35.3527998
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,736791,JAX TYRES & AUTO - BANKSTOWN,143 CANTERBURY ROAD,NSW,61600997,Hamid Jallis,151.0330808,-33.9339673
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,737402,JAX TYRES & AUTO - TAREE,62-64 VICTORIA STREET,NSW,61600775,LUTTRELL STEVE,152.4654812,-31.9111777
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,737705,JAX TYRES & AUTO - SINGLETON,12 MUNRO STREET,NSW,61600775,LUTTRELL STEVE,151.1650223,-32.5708313
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,740390,JAX TYRES & AUTO - HEATHERBRAE,UNIT 3 4 HANK STREET,NSW,61600775,LUTTRELL STEVE,151.7257506,-32.7919136
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,741005,JAX TYRES & AUTO - WINGHAM,31 MURRAY ROAD,NSW,61600775,LUTTRELL STEVE,152.3609501,-31.8678391
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,741313,JAX TYRES & AUTO - TUGGERANONG,149-165 SOWARD WAY,NSW,61601123,Cummings Mark,149.0692016,-35.418578
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,742275,JAX TYRES & AUTO - FORSTER,SHOP BG 17 STOCKLANDS BREESE,NSW,61600775,LUTTRELL STEVE,152.5194443,-32.1993959
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,A000339,JAX TYRES & AUTO - TAMWORTH,15/16 KABLE AVENUE,NSW,61600775,LUTTRELL STEVE,150.927515,-31.089492
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,A005657,JAX TYRES & AUTO - WARRAWONG,SITE 1/L2 CAR PARK WARRAWONG,NSW,61601123,Cummings Mark,150.88825,-34.4946249
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,A012318,JAX TYRES & AUTO - MARSDEN PARK,UNIT 8 11 DARLING STREET,NSW,61600775,LUTTRELL STEVE,150.8408042,-33.7162412
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,A018113,JAX TYRES & AUTO - MERRYLANDS,1 HILLTOP ROAD,NSW,61600997,Hamid Jallis,150.9838638,-33.8265343
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,A018114,JAX TYRES & AUTO - CHARMHAVEN,U 7 AND 8 / 6 BOTHAM CLOSE,NSW,61600775,LUTTRELL STEVE,151.4990518,-33.2378312
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,A018867,JAX TYRES & AUTO - QUEANBEYAN,38 YASS ROAD,NSW,61601123,Cummings Mark,149.2449067,-35.3423361
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,A020050,ANC_JAX TYRES & AUTO - ORANGE,244-246 PEISLEY STREET,NSW,61600997,Hamid Jallis,149.1045623,-33.2812994
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,NSW,A020630,JAX TYRES & AUTO - BATHURST,77 BENTINCK STREET,NSW,61600997,Hamid Jallis,149.5823996,-33.4192818
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,QLD,732044,JAX TYRES & AUTO - CAIRNS,403 MULGRAVE ROAD,QLD,61601120,Maclure Adam,145.7460747,-16.9390813
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,QLD,732045,JAX TYRES & AUTO - MACKAY,1 PEEL STREET,QLD,61601120,Maclure Adam,149.1802352,-21.1393481
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,QLD,732046,JAX TYRES & AUTO - TOWNSVILLE,106 HANRAN STREET,QLD,61601120,Maclure Adam,146.8165976,-19.2625179
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,QLD,732047,JAX TYRES & AUTO - BUNDABERG,SHOP 8/138 ENTERPRISE STREET,QLD,61600992,Spires Steven,152.3366512,-24.89231
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,QLD,732049,JAX TYRES & AUTO - ROCKHAMPTON,CNR GLADSTONE ROAD & MURRAY ST,QLD,61600992,Spires Steven,150.5074039,-23.38543
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,QLD,732050,JAX TYRES & AUTO - NOOSAVILLE,139 EUMUNDI NOOSA ROAD,QLD,61600992,Spires Steven,153.0470488,-26.4101886
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,QLD,732051,JAX TYRES & AUTO - CALOUNDRA,71A BOWMAN ROAD,QLD,61600992,Spires Steven,153.1225622,-26.8038702
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,QLD,732052,JAX TYRES & AUTO - MAROOCHYDORE,96-98 SUGAR ROAD,QLD,61600992,Spires Steven,153.0947524,-26.6693465
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,QLD,732053,JAX TYRES & AUTO - ASPLEY,11 ALBANY CREEK ROAD,QLD,61600992,Spires Steven,153.0163675,-27.3647663
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,QLD,732055,JAX TYRES & AUTO - BOWEN HILLS,147 ABBOTSFORD ROAD,QLD,61601084,Sampson Kieren,153.0406969,-27.439414
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,QLD,732056,JAX TYRES & AUTO - BROWNS PLAINS,25-27 GRAND PLAZA DRIVE,QLD,61601120,Maclure Adam,153.0387242,-27.6647727
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,QLD,732057,JAX TYRES & AUTO - CAPALABA,58 REDLAND BAY ROAD,QLD,61601084,Sampson Kieren,153.1934912,-27.5250258
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,QLD,732058,JAX TYRES & AUTO - IPSWICH WEST,222 BRISBANE STREET,QLD,61601120,Maclure Adam,152.7515579,-27.6160888
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,QLD,732059,JAX TYRES & AUTO - MITCHELTON,522 SAMFORD ROAD,QLD,61601084,Sampson Kieren,152.9788464,-27.4161508
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,QLD,732060,JAX TYRES & AUTO - SLACKS CREEK,83 MOSS STREET,QLD,61601120,Maclure Adam,153.1260132,-27.620904
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,QLD,732061,JAX TYRES & AUTO - MOOROOKA,4 GLADSTONE ST,QLD,61601120,Maclure Adam,153.0195281,-27.5440557
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,QLD,732062,JAX TYRES & AUTO - TOOWOOMBA,332 JAMES STREET,QLD,61601120,Maclure Adam,151.929575,-27.566611
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,QLD,732064,JAX TYRES & AUTO - ASHMORE,12/357 SOUTHPORT NERANG ROAD,QLD,61601084,Sampson Kieren,153.3783162,-27.9788907
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,QLD,734358,JAX TYRES & AUTO - BURLEIGH,UNIT 1 44 KORTUM DRIVE,QLD,61601084,Sampson Kieren,153.4385386,-28.1017914
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,QLD,738353,JAX TYRES & AUTO - BIGGERA WATERS,25 GATEWAY DRIVE,QLD,61601084,Sampson Kieren,153.3841619,-27.9325703
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,QLD,742055,JAX TYRES & AUTO - NORTH LAKES,1/59 FLINDERS PARADE,QLD,61600992,Spires Steven,152.9991553,-27.2210176
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,QLD,A008602,JAX TYRES & AUTO - WOOLLOONGABBA,98 LOGAN ROAD,QLD,61601120,Maclure Adam,153.0391359,-27.4895522
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,QLD,A026909,JAX TYRES & AUTO CABOOLTURE,55 BEERBURRUM RD,QLD,61600992,Spires Steven,152.9514071,-27.0785061
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,VIC,732072,JAX TYRES & AUTO - BAYSWATER NORTH,583 DORSET ROAD,VIC,61600996,Bellotto Nicola,145.2888648,-37.8232471
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,VIC,732115,JAX TYRES & AUTO - CAULFIELD SOUTH,369 HAWTHORN ROAD,VIC,61601007,Bilston Kelley,145.0221164,-37.8875759
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,VIC,732116,JAX TYRES & AUTO - EPPING,55 COOPER STREET,VIC,61600996,Bellotto Nicola,145.0253444,-37.6523943
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,VIC,732117,JAX TYRES & AUTO - ESSENDON,62 KEILOR ROAD,VIC,61601007,Bilston Kelley,144.9068187,-37.7427729
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,VIC,732118,JAX TYRES & AUTO - FRANKSTON,CNR BUNA AVE & WELLS RD SEAFO,VIC,61600996,Bellotto Nicola,145.1340248,-38.1241554
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,VIC,732121,JAX TYRES & AUTO - PRAHRAN,386 HIGH STREET,VIC,61601007,Bilston Kelley,145.0011384,-37.8531757
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,VIC,732122,JAX TYRES & AUTO - PRESTON,3-7 BELL STREET,VIC,61600996,Bellotto Nicola,145.0291661,-37.7485061
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,VIC,732123,JAX TYRES & AUTO - BALLARAT,1045 HOWITT STREET,VIC,61601007,Bilston Kelley,143.835441,-37.5413131
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,VIC,732124,JAX TYRES & AUTO - BENDIGO,2/169 HIGH STREET,VIC,61601007,Bilston Kelley,144.2704453,-36.7640983
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,VIC,732125,JAX TYRES & AUTO - GEELONG,256 MOORABOOL STREET,VIC,61601007,Bilston Kelley,144.3578776,-38.1525701
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,VIC,738233,JAX TYRES & AUTO - HAWTHORN,468 BURWOOD ROAD,VIC,61600996,Bellotto Nicola,145.0406806,-37.8235304
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,VIC,A008594,JAX TYRES & AUTO - WARRNAMBOOL,98-100 KOROIT STREET,VIC,61601007,Bilston Kelley,142.485689,-38.3843197
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,VIC,A016295,JAX TYRES & AUTO - CLYDE NORTH,40 HAMERSLEY DRIVE,VIC,61600996,Bellotto Nicola,145.3357408,-38.0930938
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,VIC,A017012,JAX TYRES & AUTO - CRAIGIEBURN,BLDG E THE BASE 650 HUME HWY,VIC,61601007,Bilston Kelley,144.9417832,-37.5863903
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,VIC,A019256,JAX TYRES & AUTO - DELAHEY,19B 183 KINGS ROAD,VIC,61601007,Bilston Kelley,144.7811308,-37.7254956
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,VIC,A022209,JAX TYRES & AUTO - NARRE WARREN,SHOP 3 43-45 VESPER DR,VIC,61600996,Bellotto Nicola,145.2950661,-38.0190939
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,SA,A013848,JAX TYRES & AUTO - GILLES PLAINS,619 NORTH EAST ROAD,SA,61600951,Gultjaeff Jason,138.6608151,-34.8543702
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,SA,A015239,JAX TYRES & AUTO - EDWARDSTOWN,1052 SOUTH ROAD,SA,61600951,Gultjaeff Jason,138.5740848,-34.9874746
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,WA,A008555,JAX TYRES & AUTO - KWINANA,SHOP 12 46 MEARES AVENUE,WA,60020059,Gilbert Michael,115.8162432,-32.2465201
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,WA,A023550,JAX TYRES & AUTO - FORRESTDALE,U6/6 REMISKO DR,WA,60020059,Gilbert Michael,115.9732891,-32.1426265
,731942,JAXQUICKFIT FRANCHISING SYSTEMS P/L,WA,A025659,JAX TYRES & AUTO - BUTLER,UNIT 5 40 BUTLER BOULEVARD,WA,61600247,Fruci Davide,115.6957495,-31.6389888
,732017,GRAEME CROOKS TYRES & MORE,NSW,A024680,TYRES & MORE MINTO,2 HOLMES RD,NSW,61600997,Hamid Jallis,150.835462,-34.0267458
,732017,GRAEME CROOKS TYRES & MORE,QLD,A015390,GRAEME CROOKS TYRES  & MORE - CABOO,5 PETER RASH ST,QLD,61600992,Spires Steven,152.9786605,-27.0865341
,732027,DONNELLAN'S THE TYREMEN,VIC,732128,DONNELLANS THE TYREMEN,124 JOHNSON STREET,VIC,61600991,Hobkirk Calvin,144.9892197,-37.7992621
,732154,HIGHWAY TYRE SERVICE P/L,QLD,A019471,HIGHWAY TYRE YATALA,28 COMMERCE CIRCUIT,QLD,61600992,Spires Steven,153.2198634,-27.7432441
,732154,HIGHWAY TYRE SERVICE P/L,VIC,732264,HIGHWAY TYRE SERVICE MORDIALLOC,104 GOVERNOR ROAD,VIC,61600996,Bellotto Nicola,145.1034031,-38.0077272
,732154,HIGHWAY TYRE SERVICE P/L,VIC,733334,HIGHWAY TYRES MITCHAM,488 MAROONDAH HIGHWAY,VIC,61600996,Bellotto Nicola,145.1898102,-37.8169699
,732154,HIGHWAY TYRE SERVICE P/L,VIC,735116,HIGHWAY TYRE SERVICE KILSYTH,7/143-145 CANTERBURY ROAD,VIC,61600996,Bellotto Nicola,145.3111177,-37.818894
,732154,HIGHWAY TYRE SERVICE P/L,VIC,735210,ANC_HIGHWAY TYRES (W/S DIVISION),34 PRINCES HIGHWAY,VIC,61600996,Bellotto Nicola,145.2373146,-38.0013469
,732154,HIGHWAY TYRE SERVICE P/L,VIC,A004453,HIGHWAY TYRE SERVICE MOORABBIN,509 WARRIGAL ROAD,VIC,61600996,Bellotto Nicola,145.0787344,-37.9393647
,732209,MOTORSPORT WHEELS & TYRES,VIC,740393,MOTORSPORT DANDENONG,197-203 GREENS ROAD,VIC,61600991,Hobkirk Calvin,145.2011517,-38.0125989
,732209,MOTORSPORT WHEELS & TYRES,VIC,A027733,MOTORSPORTS DANDENONG WAREHOUSE,42 NICOLE WAY,VIC,61600991,Hobkirk Calvin,145.2175278,-38.0156817
,732239,PAT BARRETT TYRE SERVICE P/L,NSW,732267,PAT BARRETT TYRE SERVICE BERRIGAN,56-58 JERILDERIE STREET,VIC,61601007,Bilston Kelley,145.8118039,-35.656636
,732317,THE TYRE PROFESSIONALS,VIC,A005026,DNU_THE TYRE PROFESSIONALS-SUNSHINE,574 SOMERVILLE RD,VIC,61600991,Hobkirk Calvin,144.8250884,-37.8056499
,732377,TTF THE TYRE FACTORY,VIC,A001352,TTF TRARALGON,180 ARGYLE STREET,VIC,61600996,Bellotto Nicola,146.5583585,-38.1909364
,732377,TTF THE TYRE FACTORY,VIC,A018082,TRUCK TYRES AUSTRALIA,69 LONSDALE STREET,VIC,61600991,Hobkirk Calvin,145.2195217,-37.9977674
,732377,TTF THE TYRE FACTORY,VIC,A018489,DAMORANGE PTY LTD,170 DIGGERS ROAD,VIC,61600991,Hobkirk Calvin,144.6900605,-37.9330153
,732451,RIVIERA TYRE SERVICE P/L,VIC,A012088,BRIDGESTONE SERVICE CENTRE,51 MACLEOD STREETQ,VIC,61600996,Bellotto Nicola,147.6338522,-37.8271156
,732458,CENTRAL TYRE SERVICE,QLD,734887,CENTRAL TYRE SERVICE - MOSSMAN,MILL STREET,QLD,61601120,Maclure Adam,145.375259,-16.459099
,732458,CENTRAL TYRE SERVICE,QLD,734889,CENTRAL TYRE SERVICE-MALANDA,21 CATHERINE STREET,QLD,61601120,Maclure Adam,145.5934796,-17.3536514
,732485,MCNEIL BROS TYRES,VIC,740968,DNU CAMPERDOWN McNEILS BRO TYRES,SHED 11 SINNOTT CRESENT,VIC,61601007,Bilston Kelley,143.1515811,-38.2276682
,732494,DIRECT WHOLESALE  TYRE P/L,QLD,A006031,DIRECT WHOLESALE TYRES - CHARTERS T,4 MOORES STREET,QLD,61601120,Maclure Adam,146.2627418,-20.0901837
,732566,QTR WACOL,QLD,733619,QTR ROCKHAMPTON,205 FARM STREET,QLD,61600992,Spires Steven,150.5098373,-23.339307
,732566,QTR WACOL,QLD,A015213,QTR MACKAY,96 MAGGIOLO DRIVE,QLD,61601120,Maclure Adam,149.1556829,-21.1774343
,732589,DOUBLE D TRUCK TYRES,VIC,A022134,DOUBLE D TRUCK TYRES DANDENONG,52 GREENS ROAD,VIC,61600996,Bellotto Nicola,145.2250095,-38.01633
,732589,DOUBLE D TRUCK TYRES,VIC,A027129,DOUBLE D CAMPBELLFIELD,6B TRUCK CITY DR,VIC,61601007,Bilston Kelley,144.9494419,-37.6474481
,732676,ADVANCE TYRE & AUTO P/L,NSW,736228,BUDGET PETROL,208 NEW CANTERBURY RD,NSW,61601123,Cummings Mark,151.1489902,-33.8970413
,732676,ADVANCE TYRE & AUTO P/L,NSW,A002905,ADVANCE TYRE AND AUTO_WAITARA,10 LEONARD STREET,NSW,61601123,Cummings Mark,151.1004918,-33.7080206
,732756,TUFF TYRES FNQ P/L,QLD,732764,TUFF TYRES - GORDONVALE,3 BRODY CLOSE,QLD,61601120,Maclure Adam,145.7773616,-17.0862239
,733418,ATLAS TYRES - SYD,VIC,A008812,ATLAS TYRES MELBOURNE,16 HUNTER ROAD,VIC,61601007,Bilston Kelley,144.7810748,-37.7873829
,733725,TYRE MART P/L,NSW,735611,ANC_TYRE MART P/L_INGLEBURN,68 CUMBERLAND ROAD,NSW,61600997,Hamid Jallis,150.8686691,-33.9997323
,734063,ROCKLEA TRUCK PARTS,QLD,A010241,ROCKLEA TRUCK PARTS- ROCKHAMPTON,4 WERRIBEE STREET,QLD,61600992,Spires Steven,150.5021784,-23.3322367
,734352,GOODYEAR AUTOCARE KIPPARING,QLD,A022949,RUSHWAY TRANSPORT,65 GRINDLE ROAD,QLD,61600992,Spires Steven,153.0024084,-27.5556661
,734504,TYREPOWER MARKETING(QLD) LTD,NSW,734530,TP-BALLINA,1/22 RAY O'NEALL CRESCENT,QLD,61601084,Sampson Kieren,153.5563841,-28.8500432
,734504,TYREPOWER MARKETING(QLD) LTD,NSW,734534,TP-MACLEAN,4 CHURCH STREET,NSW,61600775,LUTTRELL STEVE,153.1967562,-29.461701
,734504,TYREPOWER MARKETING(QLD) LTD,NSW,734578,TP-LISMORE,222 KEEN STREET,QLD,61601084,Sampson Kieren,153.2763087,-28.8128272
,734504,TYREPOWER MARKETING(QLD) LTD,NSW,734579,TP-MULLUMBIMBY,115 DALLEY STREET,QLD,61601084,Sampson Kieren,153.4991068,-28.5544332
,734504,TYREPOWER MARKETING(QLD) LTD,NSW,734582,TP-MOREE,450 FROME STREET,NSW,61600775,LUTTRELL STEVE,149.8467638,-29.4812261
,734504,TYREPOWER MARKETING(QLD) LTD,NSW,A014725,TYREPOWER SOUTH LISMORE,30 UNION STREET,QLD,61601084,Sampson Kieren,153.2738632,-28.8067737
,734504,TYREPOWER MARKETING(QLD) LTD,NSW,A016115,TYREPOWER KYOGLE,48 SUMMERLAND WAY,QLD,61601084,Sampson Kieren,153.004133,-28.6193907
,734504,TYREPOWER MARKETING(QLD) LTD,NSW,A016150,TYREPOWER CASINO,140-146 WALKER STREET,QLD,61601084,Sampson Kieren,153.0481879,-28.8623156
,734504,TYREPOWER MARKETING(QLD) LTD,QLD,730972,BURPENGARY TYREPOWER,2 REYNOLDS COURT,QLD,61600992,Spires Steven,152.9791209,-27.1594663
,734504,TYREPOWER MARKETING(QLD) LTD,QLD,734523,DNU TP-BUNDALL,41 UPTON STREET,QLD,61601084,Sampson Kieren,153.4109028,-28.007348
,734504,TYREPOWER MARKETING(QLD) LTD,QLD,734525,TP-ACACIA RIDGE,347 BRADMAN STREET,QLD,61601120,Maclure Adam,153.036501,-27.592307
,734504,TYREPOWER MARKETING(QLD) LTD,QLD,734527,TP-BOONAH,10 YEATES AVENUE,QLD,61601120,Maclure Adam,152.6818775,-27.9959419
,734504,TYREPOWER MARKETING(QLD) LTD,QLD,734535,TP-BUNDABERG,2 BOURBONG STREET,QLD,61600992,Spires Steven,152.3562865,-24.8643481
,734504,TYREPOWER MARKETING(QLD) LTD,QLD,734536,TP-HERVEY BAY,CNR BEACH & BOAT HARBOUR DRIVE,QLD,61600992,Spires Steven,152.8627679,-25.2913349
,734504,TYREPOWER MARKETING(QLD) LTD,QLD,734540,TP-HOME HILL,41 NINTH AVENUE,QLD,61601120,Maclure Adam,147.4172952,-19.6659053
,734504,TYREPOWER MARKETING(QLD) LTD,QLD,734541,TP-DALBY,17 LOUDOUN ROAD,QLD,61601120,Maclure Adam,151.2452636,-27.1859013
,734504,TYREPOWER MARKETING(QLD) LTD,QLD,734543,TP-CHARLEVILLE,133A KING STREET,QLD,61601120,Maclure Adam,146.2468846,-26.4035474
,734504,TYREPOWER MARKETING(QLD) LTD,QLD,734545,TP-CLERMONT,50 CAPELLA STREET,QLD,61600992,Spires Steven,147.640164,-22.8236949
,734504,TYREPOWER MARKETING(QLD) LTD,QLD,734548,DNU TP-GEEBUNG,185 ROBINSON ROAD,QLD,61600992,Spires Steven,153.0520946,-27.3685931
,734504,TYREPOWER MARKETING(QLD) LTD,QLD,734549,TP-GYMPIE,72 MONKLAND STREET,QLD,61600992,Spires Steven,152.6606406,-26.188322
,734504,TYREPOWER MARKETING(QLD) LTD,QLD,734551,TYREPOWER IPSWICH,309 BRISBANE STREET,QLD,61601120,Maclure Adam,152.7494264,-27.6177586
,734504,TYREPOWER MARKETING(QLD) LTD,QLD,734552,TP-GIN GIN,28 MULGRAVE STREET,QLD,61600992,Spires Steven,151.9549417,-24.989511
,734504,TYREPOWER MARKETING(QLD) LTD,QLD,734555,TP-NAMBOUR,130A HOWARD STREET,QLD,61600992,Spires Steven,152.9658763,-26.6267641
,734504,TYREPOWER MARKETING(QLD) LTD,QLD,734556,TP-MAREEBA,143 WALSH STREET,QLD,61601120,Maclure Adam,145.4239689,-16.9925851
,734504,TYREPOWER MARKETING(QLD) LTD,QLD,734559,TP-VARSITY LAKES,1/489 SCOTTSDALE DR,QLD,61601084,Sampson Kieren,153.4052929,-28.1009341
,734504,TYREPOWER MARKETING(QLD) LTD,QLD,734562,TP-PROSERPINE,135 BRUCE HIGHWAY,QLD,61601120,Maclure Adam,148.5892943,-20.4031575
,734504,TYREPOWER MARKETING(QLD) LTD,QLD,734563,TP-CANNONVALE,14 MCINTOSH DR,QLD,61601120,Maclure Adam,148.6822228,-20.285191
,734504,TYREPOWER MARKETING(QLD) LTD,QLD,734564,TP-NOOSAVILLE,7 PROJECT AVENUE,QLD,61600992,Spires Steven,153.0450696,-26.4096624
